IGBP iq    i     j    rlong      rlat  iveg frac-c4
 12522    42   261    262.37    -33.01   0  0.00
 12523    43   261    262.24    -34.82   0  0.00
 12524    44   261    262.08    -36.62   0  0.00
 12525    45   261    261.91    -38.41   0  0.00
 12526    46   261    261.72    -40.20   0  0.00
 12527    47   261    261.50    -41.99   0  0.00
 12528    48   261    261.26    -43.76   0  0.00
 12529     1   262    263.73     43.93  12  0.00
 12530     2   262    263.91     42.13  12  0.00
 12531     3   262    264.07     40.34  12  0.00
 12532     4   262    264.21     38.54  10  0.00
 12533     5   262    264.33     36.73  10  0.00
 12534     6   262    264.44     34.92   8  0.00
 12535     7   262    264.54     33.10  10  0.50
 12536     8   262    264.63     31.28  12  0.30
 12537     9   262    264.71     29.45  12  0.30
 12538    10   262    264.77     27.60   0  0.00
 12539    11   262    264.83     25.75   0  0.00
 12540    12   262    264.89     23.89   0  0.00
 12541    13   262    264.93     22.02   0  0.00
 12542    14   262    264.98     20.15   0  0.00
 12543    15   262    265.01     18.26  12  0.30
 12544    16   262    265.04     16.36   2  0.00
 12545    17   262    265.07     14.46   0  0.00
 12546    18   262    265.09     12.55   0  0.00
 12547    19   262    265.11     10.63   0  0.00
 12548    20   262    265.12      8.70   0  0.00
 12549    21   262    265.13      6.78   0  0.00
 12550    22   262    265.14      4.84   0  0.00
 12551    23   262    265.14      2.91   0  0.00
 12552    24   262    265.15      0.97   0  0.00
 12553    25   262    265.15     -0.97   0  0.00
 12554    26   262    265.14     -2.91   0  0.00
 12555    27   262    265.14     -4.84   0  0.00
 12556    28   262    265.13     -6.78   0  0.00
 12557    29   262    265.12     -8.70   0  0.00
 12558    30   262    265.11    -10.63   0  0.00
 12559    31   262    265.09    -12.55   0  0.00
 12560    32   262    265.07    -14.46   0  0.00
 12561    33   262    265.04    -16.36   0  0.00
 12562    34   262    265.01    -18.26   0  0.00
 12563    35   262    264.98    -20.15   0  0.00
 12564    36   262    264.93    -22.02   0  0.00
 12565    37   262    264.89    -23.89   0  0.00
 12566    38   262    264.83    -25.75   0  0.00
 12567    39   262    264.77    -27.60   0  0.00
 12568    40   262    264.71    -29.45   0  0.00
 12569    41   262    264.63    -31.28   0  0.00
 12570    42   262    264.54    -33.10   0  0.00
 12571    43   262    264.44    -34.92   0  0.00
 12572    44   262    264.33    -36.73   0  0.00
 12573    45   262    264.21    -38.54   0  0.00
 12574    46   262    264.07    -40.34   0  0.00
 12575    47   262    263.91    -42.13   0  0.00
 12576    48   262    263.73    -43.93   0  0.00
 12577     1   263    266.23     44.03  12  0.00
 12578     2   263    266.34     42.23  12  0.00
 12579     3   263    266.43     40.43  12  0.00
 12580     4   263    266.52     38.62  12  0.30
 12581     5   263    266.59     36.81  10  0.00
 12582     6   263    266.66     34.99   4  0.00
 12583     7   263    266.72     33.17   5  0.00
 12584     8   263    266.77     31.34   5  0.00
 12585     9   263    266.82     29.50   0  0.00
 12586    10   263    266.86     27.65   0  0.00
 12587    11   263    266.90     25.80   0  0.00
 12588    12   263    266.93     23.93   0  0.00
 12589    13   263    266.96     22.06   0  0.00
 12590    14   263    266.98     20.17   0  0.00
 12591    15   263    267.00     18.28  12  0.30
 12592    16   263    267.02     16.39   8  0.80
 12593    17   263    267.04     14.48   0  0.00
 12594    18   263    267.05     12.56   0  0.00
 12595    19   263    267.06     10.64   0  0.00
 12596    20   263    267.07      8.72   0  0.00
 12597    21   263    267.08      6.78   0  0.00
 12598    22   263    267.08      4.85   0  0.00
 12599    23   263    267.09      2.91   0  0.00
 12600    24   263    267.09      0.97   0  0.00
 12601    25   263    267.09     -0.97   0  0.00
 12602    26   263    267.09     -2.91   0  0.00
 12603    27   263    267.08     -4.85   0  0.00
 12604    28   263    267.08     -6.78   0  0.00
 12605    29   263    267.07     -8.72   0  0.00
 12606    30   263    267.06    -10.64   0  0.00
 12607    31   263    267.05    -12.56   0  0.00
 12608    32   263    267.04    -14.48   0  0.00
 12609    33   263    267.02    -16.39   0  0.00
 12610    34   263    267.00    -18.28   0  0.00
 12611    35   263    266.98    -20.17   0  0.00
 12612    36   263    266.96    -22.06   0  0.00
 12613    37   263    266.93    -23.93   0  0.00
 12614    38   263    266.90    -25.80   0  0.00
 12615    39   263    266.86    -27.65   0  0.00
 12616    40   263    266.82    -29.50   0  0.00
 12617    41   263    266.77    -31.34   0  0.00
 12618    42   263    266.72    -33.17   0  0.00
 12619    43   263    266.66    -34.99   0  0.00
 12620    44   263    266.59    -36.81   0  0.00
 12621    45   263    266.52    -38.62   0  0.00
 12622    46   263    266.43    -40.43   0  0.00
 12623    47   263    266.34    -42.23   0  0.00
 12624    48   263    266.23    -44.03   0  0.00
 12625     1   264    268.74     44.09  12  0.00
 12626     2   264    268.78     42.28  12  0.00
 12627     3   264    268.81     40.47  12  0.00
 12628     4   264    268.84     38.66  12  0.30
 12629     5   264    268.86     36.85   4  0.00
 12630     6   264    268.89     35.03  12  0.30
 12631     7   264    268.91     33.20  12  0.30
 12632     8   264    268.92     31.36   8  0.00
 12633     9   264    268.94     29.52   5  0.00
 12634    10   264    268.95     27.67   0  0.00
 12635    11   264    268.97     25.82   0  0.00
 12636    12   264    268.98     23.95   0  0.00
 12637    13   264    268.99     22.07   0  0.00
 12638    14   264    268.99     20.19   0  0.00
 12639    15   264    269.00     18.30   2  0.00
 12640    16   264    269.01     16.40   2  0.00
 12641    17   264    269.01     14.49   8  0.80
 12642    18   264    269.02     12.57   0  0.00
 12643    19   264    269.02     10.65   0  0.00
 12644    20   264    269.02      8.72   0  0.00
 12645    21   264    269.03      6.79   0  0.00
 12646    22   264    269.03      4.85   0  0.00
 12647    23   264    269.03      2.91   0  0.00
 12648    24   264    269.03      0.97   0  0.00
 12649    25   264    269.03     -0.97   0  0.00
 12650    26   264    269.03     -2.91   0  0.00
 12651    27   264    269.03     -4.85   0  0.00
 12652    28   264    269.03     -6.79   0  0.00
 12653    29   264    269.02     -8.72   0  0.00
 12654    30   264    269.02    -10.65   0  0.00
 12655    31   264    269.02    -12.57   0  0.00
 12656    32   264    269.01    -14.49   0  0.00
 12657    33   264    269.01    -16.40   0  0.00
 12658    34   264    269.00    -18.30   0  0.00
 12659    35   264    268.99    -20.19   0  0.00
 12660    36   264    268.99    -22.07   0  0.00
 12661    37   264    268.98    -23.95   0  0.00
 12662    38   264    268.97    -25.82   0  0.00
 12663    39   264    268.95    -27.67   0  0.00
 12664    40   264    268.94    -29.52   0  0.00
 12665    41   264    268.92    -31.36   0  0.00
 12666    42   264    268.91    -33.20   0  0.00
 12667    43   264    268.89    -35.03   0  0.00
 12668    44   264    268.86    -36.85   0  0.00
 12669    45   264    268.84    -38.66   0  0.00
 12670    46   264    268.81    -40.47   0  0.00
 12671    47   264    268.78    -42.28   0  0.00
 12672    48   264    268.74    -44.09   0  0.00
 12673     1   265    271.26     44.09  12  0.00
 12674     2   265    271.22     42.28  12  0.00
 12675     3   265    271.19     40.47  12  0.00
 12676     4   265    271.16     38.66  12  0.30
 12677     5   265    271.14     36.85  12  0.30
 12678     6   265    271.11     35.03  12  0.30
 12679     7   265    271.09     33.20   4  0.00
 12680     8   265    271.08     31.36   8  0.00
 12681     9   265    271.06     29.52   0  0.00
 12682    10   265    271.05     27.67   0  0.00
 12683    11   265    271.03     25.82   0  0.00
 12684    12   265    271.02     23.95   0  0.00
 12685    13   265    271.01     22.07   0  0.00
 12686    14   265    271.01     20.19   2  0.00
 12687    15   265    271.00     18.30   2  0.00
 12688    16   265    270.99     16.40   2  0.00
 12689    17   265    270.99     14.49   8  0.80
 12690    18   265    270.98     12.57   0  0.00
 12691    19   265    270.98     10.65   0  0.00
 12692    20   265    270.98      8.72   0  0.00
 12693    21   265    270.97      6.79   0  0.00
 12694    22   265    270.97      4.85   0  0.00
 12695    23   265    270.97      2.91   0  0.00
 12696    24   265    270.97      0.97   0  0.00
 12697    25   265    270.97     -0.97   0  0.00
 12698    26   265    270.97     -2.91   0  0.00
 12699    27   265    270.97     -4.85   0  0.00
 12700    28   265    270.97     -6.79   0  0.00
 12701    29   265    270.98     -8.72   0  0.00
 12702    30   265    270.98    -10.65   0  0.00
 12703    31   265    270.98    -12.57   0  0.00
 12704    32   265    270.99    -14.49   0  0.00
 12705    33   265    270.99    -16.40   0  0.00
 12706    34   265    271.00    -18.30   0  0.00
 12707    35   265    271.01    -20.19   0  0.00
 12708    36   265    271.01    -22.07   0  0.00
 12709    37   265    271.02    -23.95   0  0.00
 12710    38   265    271.03    -25.82   0  0.00
 12711    39   265    271.05    -27.67   0  0.00
 12712    40   265    271.06    -29.52   0  0.00
 12713    41   265    271.08    -31.36   0  0.00
 12714    42   265    271.09    -33.20   0  0.00
 12715    43   265    271.11    -35.03   0  0.00
 12716    44   265    271.14    -36.85   0  0.00
 12717    45   265    271.16    -38.66   0  0.00
 12718    46   265    271.19    -40.47   0  0.00
 12719    47   265    271.22    -42.28   0  0.00
 12720    48   265    271.26    -44.09   0  0.00
 12721     1   266    273.77     44.03  12  0.00
 12722     2   266    273.66     42.23  12  0.00
 12723     3   266    273.57     40.43  12  0.00
 12724     4   266    273.48     38.62  12  0.30
 12725     5   266    273.41     36.81  12  0.30
 12726     6   266    273.34     34.99  12  0.30
 12727     7   266    273.28     33.17   4  0.00
 12728     8   266    273.23     31.34   8  0.00
 12729     9   266    273.18     29.50   0  0.00
 12730    10   266    273.14     27.65   0  0.00
 12731    11   266    273.10     25.80   0  0.00
 12732    12   266    273.07     23.93   0  0.00
 12733    13   266    273.04     22.06   0  0.00
 12734    14   266    273.02     20.17   0  0.00
 12735    15   266    273.00     18.28   0  0.00
 12736    16   266    272.98     16.39   0  0.00
 12737    17   266    272.96     14.48   2  0.00
 12738    18   266    272.95     12.56   8  0.80
 12739    19   266    272.94     10.64   0  0.00
 12740    20   266    272.93      8.72   0  0.00
 12741    21   266    272.92      6.78   0  0.00
 12742    22   266    272.92      4.85   0  0.00
 12743    23   266    272.91      2.91   0  0.00
 12744    24   266    272.91      0.97   0  0.00
 12745    25   266    272.91     -0.97   0  0.00
 12746    26   266    272.91     -2.91   0  0.00
 12747    27   266    272.92     -4.85   0  0.00
 12748    28   266    272.92     -6.78   0  0.00
 12749    29   266    272.93     -8.72   0  0.00
 12750    30   266    272.94    -10.64   0  0.00
 12751    31   266    272.95    -12.56   0  0.00
 12752    32   266    272.96    -14.48   0  0.00
 12753    33   266    272.98    -16.39   0  0.00
 12754    34   266    273.00    -18.28   0  0.00
 12755    35   266    273.02    -20.17   0  0.00
 12756    36   266    273.04    -22.06   0  0.00
 12757    37   266    273.07    -23.93   0  0.00
 12758    38   266    273.10    -25.80   0  0.00
 12759    39   266    273.14    -27.65   0  0.00
 12760    40   266    273.18    -29.50   0  0.00
 12761    41   266    273.23    -31.34   0  0.00
 12762    42   266    273.28    -33.17   0  0.00
 12763    43   266    273.34    -34.99   0  0.00
 12764    44   266    273.41    -36.81   0  0.00
 12765    45   266    273.48    -38.62   0  0.00
 12766    46   266    273.57    -40.43   0  0.00
 12767    47   266    273.66    -42.23   0  0.00
 12768    48   266    273.77    -44.03   0  0.00
 12769     1   267    276.27     43.93  12  0.00
 12770     2   267    276.09     42.13  12  0.00
 12771     3   267    275.93     40.34  12  0.00
 12772     4   267    275.79     38.54  12  0.30
 12773     5   267    275.67     36.73   4  0.00
 12774     6   267    275.56     34.92   4  0.00
 12775     7   267    275.46     33.10   4  0.00
 12776     8   267    275.37     31.28  12  0.30
 12777     9   267    275.29     29.45   0  0.00
 12778    10   267    275.23     27.60   0  0.00
 12779    11   267    275.17     25.75   0  0.00
 12780    12   267    275.11     23.89   0  0.00
 12781    13   267    275.07     22.02   0  0.00
 12782    14   267    275.02     20.15   0  0.00
 12783    15   267    274.99     18.26   0  0.00
 12784    16   267    274.96     16.36   0  0.00
 12785    17   267    274.93     14.46   2  0.00
 12786    18   267    274.91     12.55  12  0.30
 12787    19   267    274.89     10.63   2  0.00
 12788    20   267    274.88      8.70   0  0.00
 12789    21   267    274.87      6.78   0  0.00
 12790    22   267    274.86      4.84   0  0.00
 12791    23   267    274.86      2.91   0  0.00
 12792    24   267    274.85      0.97   0  0.00
 12793    25   267    274.85     -0.97   0  0.00
 12794    26   267    274.86     -2.91   0  0.00
 12795    27   267    274.86     -4.84   0  0.00
 12796    28   267    274.87     -6.78   0  0.00
 12797    29   267    274.88     -8.70   0  0.00
 12798    30   267    274.89    -10.63   0  0.00
 12799    31   267    274.91    -12.55   0  0.00
 12800    32   267    274.93    -14.46   0  0.00
 12801    33   267    274.96    -16.36   0  0.00
 12802    34   267    274.99    -18.26   0  0.00
 12803    35   267    275.02    -20.15   0  0.00
 12804    36   267    275.07    -22.02   0  0.00
 12805    37   267    275.11    -23.89   0  0.00
 12806    38   267    275.17    -25.75   0  0.00
 12807    39   267    275.23    -27.60   0  0.00
 12808    40   267    275.29    -29.45   0  0.00
 12809    41   267    275.37    -31.28   0  0.00
 12810    42   267    275.46    -33.10   0  0.00
 12811    43   267    275.56    -34.92   0  0.00
 12812    44   267    275.67    -36.73   0  0.00
 12813    45   267    275.79    -38.54   0  0.00
 12814    46   267    275.93    -40.34   0  0.00
 12815    47   267    276.09    -42.13   0  0.00
 12816    48   267    276.27    -43.93   0  0.00
 12817     1   268    278.74     43.76  12  0.00
 12818     2   268    278.50     41.99  12  0.00
 12819     3   268    278.28     40.20   4  0.00
 12820     4   268    278.09     38.41   4  0.00
 12821     5   268    277.92     36.62   4  0.00
 12822     6   268    277.76     34.82   4  0.00
 12823     7   268    277.63     33.01  12  0.30
 12824     8   268    277.51     31.19  12  0.30
 12825     9   268    277.40     29.37  12  0.30
 12826    10   268    277.30     27.54   0  0.00
 12827    11   268    277.22     25.69   0  0.00
 12828    12   268    277.15     23.84   0  0.00
 12829    13   268    277.08     21.98   0  0.00
 12830    14   268    277.03     20.10   0  0.00
 12831    15   268    276.98     18.22   0  0.00
 12832    16   268    276.94     16.33   0  0.00
 12833    17   268    276.90     14.43   0  0.00
 12834    18   268    276.87     12.52   0  0.00
 12835    19   268    276.85     10.61   0  0.00
 12836    20   268    276.83      8.69   0  0.00
 12837    21   268    276.81      6.76   0  0.00
 12838    22   268    276.80      4.84   0  0.00
 12839    23   268    276.79      2.90   0  0.00
 12840    24   268    276.79      0.97   0  0.00
 12841    25   268    276.79     -0.97   0  0.00
 12842    26   268    276.79     -2.90   0  0.00
 12843    27   268    276.80     -4.84   0  0.00
 12844    28   268    276.81     -6.76   0  0.00
 12845    29   268    276.83     -8.69   0  0.00
 12846    30   268    276.85    -10.61   0  0.00
 12847    31   268    276.87    -12.52   0  0.00
 12848    32   268    276.90    -14.43   0  0.00
 12849    33   268    276.94    -16.33   0  0.00
 12850    34   268    276.98    -18.22   0  0.00
 12851    35   268    277.03    -20.10   0  0.00
 12852    36   268    277.08    -21.98   0  0.00
 12853    37   268    277.15    -23.84   0  0.00
 12854    38   268    277.22    -25.69   0  0.00
 12855    39   268    277.30    -27.54   0  0.00
 12856    40   268    277.40    -29.37   0  0.00
 12857    41   268    277.51    -31.19   0  0.00
 12858    42   268    277.63    -33.01   0  0.00
 12859    43   268    277.76    -34.82   0  0.00
 12860    44   268    277.92    -36.62   0  0.00
 12861    45   268    278.09    -38.41   0  0.00
 12862    46   268    278.28    -40.20   0  0.00
 12863    47   268    278.50    -41.99   0  0.00
 12864    48   268    278.74    -43.76   0  0.00
 12865     1   269    281.19     43.55  12  0.00
 12866     2   269    280.88     41.79   4  0.00
 12867     3   269    280.61     40.02   4  0.00
 12868     4   269    280.36     38.25   4  0.00
 12869     5   269    280.14     36.47   4  0.00
 12870     6   269    279.95     34.68  12  0.30
 12871     7   269    279.78     32.89  12  0.30
 12872     8   269    279.63     31.08   0  0.00
 12873     9   269    279.49     29.27   0  0.00
 12874    10   269    279.37     27.45  12  0.30
 12875    11   269    279.27     25.61   0  0.00
 12876    12   269    279.17     23.77   0  0.00
 12877    13   269    279.09     21.92   0  0.00
 12878    14   269    279.02     20.05   0  0.00
 12879    15   269    278.96     18.17   0  0.00
 12880    16   269    278.91     16.29   0  0.00
 12881    17   269    278.86     14.40   0  0.00
 12882    18   269    278.83     12.49   0  0.00
 12883    19   269    278.80     10.59   0  0.00
 12884    20   269    278.77      8.67   2  0.00
 12885    21   269    278.75      6.75   0  0.00
 12886    22   269    278.74      4.82   0  0.00
 12887    23   269    278.73      2.89   0  0.00
 12888    24   269    278.72      0.96   0  0.00
 12889    25   269    278.72     -0.96   0  0.00
 12890    26   269    278.73     -2.89   0  0.00
 12891    27   269    278.74     -4.82   0  0.00
 12892    28   269    278.75     -6.75   0  0.00
 12893    29   269    278.77     -8.67   0  0.00
 12894    30   269    278.80    -10.59   0  0.00
 12895    31   269    278.83    -12.49   0  0.00
 12896    32   269    278.86    -14.40   0  0.00
 12897    33   269    278.91    -16.29   0  0.00
 12898    34   269    278.96    -18.17   0  0.00
 12899    35   269    279.02    -20.05   0  0.00
 12900    36   269    279.09    -21.92   0  0.00
 12901    37   269    279.17    -23.77   0  0.00
 12902    38   269    279.27    -25.61   0  0.00
 12903    39   269    279.37    -27.45   0  0.00
 12904    40   269    279.49    -29.27   0  0.00
 12905    41   269    279.63    -31.08   0  0.00
 12906    42   269    279.78    -32.89   0  0.00
 12907    43   269    279.95    -34.68   0  0.00
 12908    44   269    280.14    -36.47   0  0.00
 12909    45   269    280.36    -38.25   0  0.00
 12910    46   269    280.61    -40.02   0  0.00
 12911    47   269    280.88    -41.79   0  0.00
 12912    48   269    281.19    -43.55   0  0.00
 12913     1   270    283.60     43.29  12  0.00
 12914     2   270    283.23     41.55   4  0.00
 12915     3   270    282.90     39.80   4  0.00
 12916     4   270    282.61     38.05   4  0.00
 12917     5   270    282.35     36.29  12  0.30
 12918     6   270    282.11     34.52  12  0.30
 12919     7   270    281.91     32.74   0  0.00
 12920     8   270    281.73     30.95   0  0.00
 12921     9   270    281.57     29.15   0  0.00
 12922    10   270    281.42     27.34   0  0.00
 12923    11   270    281.30     25.52   0  0.00
 12924    12   270    281.19     23.68   0  0.00
 12925    13   270    281.09     21.84   0  0.00
 12926    14   270    281.01     19.98   0  0.00
 12927    15   270    280.94     18.12   0  0.00
 12928    16   270    280.87     16.24   0  0.00
 12929    17   270    280.82     14.35   0  0.00
 12930    18   270    280.78     12.46   0  0.00
 12931    19   270    280.74     10.56   0  0.00
 12932    20   270    280.71      8.65   0  0.00
 12933    21   270    280.68      6.73   0  0.00
 12934    22   270    280.67      4.81   0  0.00
 12935    23   270    280.66      2.89   0  0.00
 12936    24   270    280.65      0.96   2  0.00
 12937    25   270    280.65     -0.96   2  0.00
 12938    26   270    280.66     -2.89   2  0.00
 12939    27   270    280.67     -4.81   2  0.00
 12940    28   270    280.68     -6.73   7  0.95
 12941    29   270    280.71     -8.65   0  0.00
 12942    30   270    280.74    -10.56   0  0.00
 12943    31   270    280.78    -12.46   0  0.00
 12944    32   270    280.82    -14.35   0  0.00
 12945    33   270    280.87    -16.24   0  0.00
 12946    34   270    280.94    -18.12   0  0.00
 12947    35   270    281.01    -19.98   0  0.00
 12948    36   270    281.09    -21.84   0  0.00
 12949    37   270    281.19    -23.68   0  0.00
 12950    38   270    281.30    -25.52   0  0.00
 12951    39   270    281.42    -27.34   0  0.00
 12952    40   270    281.57    -29.15   0  0.00
 12953    41   270    281.73    -30.95   0  0.00
 12954    42   270    281.91    -32.74   0  0.00
 12955    43   270    282.11    -34.52   0  0.00
 12956    44   270    282.35    -36.29   0  0.00
 12957    45   270    282.61    -38.05   0  0.00
 12958    46   270    282.90    -39.80   0  0.00
 12959    47   270    283.23    -41.55   0  0.00
 12960    48   270    283.60    -43.29   0  0.00
 12961     1   271    285.97     42.98   4  0.00
 12962     2   271    285.54     41.27   4  0.00
 12963     3   271    285.16     39.55  12  0.30
 12964     4   271    284.82     37.81   0  0.00
 12965     5   271    284.52     36.08   0  0.00
 12966     6   271    284.26     34.33   0  0.00
 12967     7   271    284.02     32.56   0  0.00
 12968     8   271    283.81     30.79   0  0.00
 12969     9   271    283.62     29.01   0  0.00
 12970    10   271    283.46     27.21   0  0.00
 12971    11   271    283.32     25.40   0  0.00
 12972    12   271    283.19     23.58   0  0.00
 12973    13   271    283.08     21.75   0  0.00
 12974    14   271    282.98     19.90   0  0.00
 12975    15   271    282.90     18.05   0  0.00
 12976    16   271    282.83     16.18   0  0.00
 12977    17   271    282.77     14.30   0  0.00
 12978    18   271    282.72     12.41   0  0.00
 12979    19   271    282.67     10.52   0  0.00
 12980    20   271    282.64      8.62   2  0.00
 12981    21   271    282.61      6.71   2  0.00
 12982    22   271    282.59      4.80   0  0.00
 12983    23   271    282.58      2.88   2  0.00
 12984    24   271    282.57      0.96   2  0.00
 12985    25   271    282.57     -0.96   2  0.00
 12986    26   271    282.58     -2.88   2  0.00
 12987    27   271    282.59     -4.80   2  0.00
 12988    28   271    282.61     -6.71   2  0.00
 12989    29   271    282.64     -8.62   7  0.95
 12990    30   271    282.67    -10.52   7  0.95
 12991    31   271    282.72    -12.41   0  0.00
 12992    32   271    282.77    -14.30   0  0.00
 12993    33   271    282.83    -16.18   0  0.00
 12994    34   271    282.90    -18.05   0  0.00
 12995    35   271    282.98    -19.90   0  0.00
 12996    36   271    283.08    -21.75   0  0.00
 12997    37   271    283.19    -23.58   0  0.00
 12998    38   271    283.32    -25.40   0  0.00
 12999    39   271    283.46    -27.21   0  0.00
 13000    40   271    283.62    -29.01   0  0.00
 13001    41   271    283.81    -30.79   0  0.00
 13002    42   271    284.02    -32.56   0  0.00
 13003    43   271    284.26    -34.33   0  0.00
 13004    44   271    284.52    -36.08   0  0.00
 13005    45   271    284.82    -37.81   0  0.00
 13006    46   271    285.16    -39.55   0  0.00
 13007    47   271    285.54    -41.27   0  0.00
 13008    48   271    285.97    -42.98   0  0.00
 13009     1   272    288.28     42.63   5  0.00
 13010     2   272    287.80     40.95   0  0.00
 13011     3   272    287.38     39.25   0  0.00
 13012     4   272    287.00     37.55   0  0.00
 13013     5   272    286.66     35.83   0  0.00
 13014     6   272    286.36     34.10   0  0.00
 13015     7   272    286.10     32.37   0  0.00
 13016     8   272    285.87     30.61   0  0.00
 13017     9   272    285.66     28.85   0  0.00
 13018    10   272    285.48     27.07   0  0.00
 13019    11   272    285.32     25.27   0  0.00
 13020    12   272    285.17     23.47   0  0.00
 13021    13   272    285.05     21.65   0  0.00
 13022    14   272    284.95     19.82   0  0.00
 13023    15   272    284.85     17.97   0  0.00
 13024    16   272    284.77     16.11   0  0.00
 13025    17   272    284.71     14.24   0  0.00
 13026    18   272    284.65     12.37   0  0.00
 13027    19   272    284.60     10.48   0  0.00
 13028    20   272    284.56      8.59   2  0.00
 13029    21   272    284.53      6.68   2  0.00
 13030    22   272    284.51      4.78   2  0.00
 13031    23   272    284.50      2.87   2  0.00
 13032    24   272    284.49      0.96   2  0.00
 13033    25   272    284.49     -0.96   2  0.00
 13034    26   272    284.50     -2.87   2  0.00
 13035    27   272    284.51     -4.78   2  0.00
 13036    28   272    284.53     -6.68   2  0.00
 13037    29   272    284.56     -8.59   2  0.00
 13038    30   272    284.60    -10.48   2  0.00
 13039    31   272    284.65    -12.37   7  0.95
 13040    32   272    284.71    -14.24  16  0.00
 13041    33   272    284.77    -16.11   0  0.00
 13042    34   272    284.85    -17.97   0  0.00
 13043    35   272    284.95    -19.82   0  0.00
 13044    36   272    285.05    -21.65   0  0.00
 13045    37   272    285.17    -23.47   0  0.00
 13046    38   272    285.32    -25.27   0  0.00
 13047    39   272    285.48    -27.07   0  0.00
 13048    40   272    285.66    -28.85   0  0.00
 13049    41   272    285.87    -30.61   0  0.00
 13050    42   272    286.10    -32.37   0  0.00
 13051    43   272    286.36    -34.10   0  0.00
 13052    44   272    286.66    -35.83   0  0.00
 13053    45   272    287.00    -37.55   2  0.00
 13054    46   272    287.38    -39.25   2  0.00
 13055    47   272    287.80    -40.95   2  0.00
 13056    48   272    288.28    -42.63   7  0.00
 13057     1   273    290.54     42.24   0  0.00
 13058     2   273    290.02     40.59   0  0.00
 13059     3   273    289.55     38.93   0  0.00
 13060     4   273    289.14     37.25   0  0.00
 13061     5   273    288.77     35.56   0  0.00
 13062     6   273    288.44     33.86   0  0.00
 13063     7   273    288.15     32.14   0  0.00
 13064     8   273    287.89     30.41   0  0.00
 13065     9   273    287.67     28.67   0  0.00
 13066    10   273    287.47     26.91   0  0.00
 13067    11   273    287.30     25.13   0  0.00
 13068    12   273    287.14     23.34   0  0.00
 13069    13   273    287.01     21.54   0  0.00
 13070    14   273    286.89     19.72   0  0.00
 13071    15   273    286.79     17.88   0  0.00
 13072    16   273    286.71     16.04   0  0.00
 13073    17   273    286.63     14.18   0  0.00
 13074    18   273    286.57     12.31   0  0.00
 13075    19   273    286.52     10.44   2  0.00
 13076    20   273    286.48      8.55   2  0.00
 13077    21   273    286.45      6.66   2  0.00
 13078    22   273    286.42      4.76   2  0.00
 13079    23   273    286.41      2.86   2  0.00
 13080    24   273    286.40      0.95   2  0.00
 13081    25   273    286.40     -0.95   2  0.00
 13082    26   273    286.41     -2.86   2  0.00
 13083    27   273    286.42     -4.76   2  0.00
 13084    28   273    286.45     -6.66   2  0.00
 13085    29   273    286.48     -8.55   2  0.00
 13086    30   273    286.52    -10.44   2  0.00
 13087    31   273    286.57    -12.31   2  0.00
 13088    32   273    286.63    -14.18   7  0.95
 13089    33   273    286.71    -16.04  16  0.00
 13090    34   273    286.79    -17.88   0  0.00
 13091    35   273    286.89    -19.72   0  0.00
 13092    36   273    287.01    -21.54   0  0.00
 13093    37   273    287.14    -23.34   0  0.00
 13094    38   273    287.30    -25.13   0  0.00
 13095    39   273    287.47    -26.91   0  0.00
 13096    40   273    287.67    -28.67   0  0.00
 13097    41   273    287.89    -30.41   0  0.00
 13098    42   273    288.15    -32.14   0  0.00
 13099    43   273    288.44    -33.86  12  0.00
 13100    44   273    288.77    -35.56  12  0.00
 13101    45   273    289.14    -37.25   7  0.00
 13102    46   273    289.55    -38.93   7  0.00
 13103    47   273    290.02    -40.59   7  0.00
 13104    48   273    290.54    -42.24   7  0.00
 13105     1   274    292.73     41.82   0  0.00
 13106     2   274    292.17     40.20   0  0.00
 13107     3   274    291.67     38.57   0  0.00
 13108     4   274    291.23     36.93   0  0.00
 13109     5   274    290.83     35.27   0  0.00
 13110     6   274    290.48     33.59   0  0.00
 13111     7   274    290.17     31.91   0  0.00
 13112     8   274    289.89     30.20   0  0.00
 13113     9   274    289.65     28.48   0  0.00
 13114    10   274    289.44     26.74   0  0.00
 13115    11   274    289.25     24.98   0  0.00
 13116    12   274    289.09     23.21   0  0.00
 13117    13   274    288.95     21.42   0  0.00
 13118    14   274    288.83     19.61  12  0.30
 13119    15   274    288.72     17.79   0  0.00
 13120    16   274    288.63     15.96   0  0.00
 13121    17   274    288.55     14.11   0  0.00
 13122    18   274    288.48     12.26   0  0.00
 13123    19   274    288.43     10.39   9  0.75
 13124    20   274    288.38      8.51   2  0.00
 13125    21   274    288.35      6.63   2  0.00
 13126    22   274    288.32      4.74   9  0.75
 13127    23   274    288.31      2.85   2  0.00
 13128    24   274    288.30      0.95   2  0.00
 13129    25   274    288.30     -0.95   2  0.00
 13130    26   274    288.31     -2.85   2  0.00
 13131    27   274    288.32     -4.74   2  0.00
 13132    28   274    288.35     -6.63   2  0.00
 13133    29   274    288.38     -8.51   2  0.00
 13134    30   274    288.43    -10.39   2  0.00
 13135    31   274    288.48    -12.26   2  0.00
 13136    32   274    288.55    -14.11   7  0.95
 13137    33   274    288.63    -15.96   7  0.95
 13138    34   274    288.72    -17.79   0  0.00
 13139    35   274    288.83    -19.61   0  0.00
 13140    36   274    288.95    -21.42   0  0.00
 13141    37   274    289.09    -23.21   0  0.00
 13142    38   274    289.25    -24.98   0  0.00
